myneta_id,name,constituency,district,party,age,education,criminal_cases,criminal_details,movable_self,movable_spouse,movable_dependents,movable_total,immovable_self,immovable_spouse,immovable_dependents,immovable_total,total_assets,liabilities,affidavit_url
1111,Muthu R K,HOSUR,KRISHNAGIRI,IND,46,5th Pass,0,,270231,81762,0,351993,0,700000,0,700000,1051993,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1111
1112,Selvam G,HOSUR,KRISHNAGIRI,New Generation Peoples Party,59,12th Pass,0,,30000,0,0,30000,3000000,0,0,3000000,3030000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1112
1113,Masood S,HOSUR,KRISHNAGIRI,Makkal Needhi Maiam,29,Post Graduate,0,,892000,1055000,0,1947000,4500000,400000,0,4900000,6847000,2313500,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1113
1114,Maregowdu M,HOSUR,KRISHNAGIRI,Amma Makkal Munnettra Kazagam,46,Post Graduate,1,370,1100000,490000,5000,1595000,55400000,1500000,0,56900000,58495000,13158311,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1114
1115,Samuvel Martin A,JAYANKONDAM,ARIYALUR,IND,28,Graduate,0,,70000,0,0,70000,0,0,0,0,70000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1115
1116,Sornalatha Alias Latha G,JAYANKONDAM,ARIYALUR,Indiya Jananayaka Katchi,46,5th Pass,0,,1072704,89500,1215446,2377650,9555188,0,28664064,38219252,40596902,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1116
1118,Neelamegam K,JAYANKONDAM,ARIYALUR,BSP,57,12th Pass,0,,52000,0,0,52000,0,0,0,0,52000,50000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1118
1119,Kesavarajan V K,JAYANKONDAM,ARIYALUR,IND,43,Graduate Professional,0,,723436,474000,0,1197436,4000000,500000,0,4500000,5697436,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1119
1120,Siva J K,JAYANKONDAM,ARIYALUR,Amma Makkal Munnettra Kazagam,41,Graduate,0,,1143000,430000,0,1573000,15869500,3515000,0,19384500,20957500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1120
1121,Veeramani.A.,JOLARPET,TIRUPATHUR,IND,43,10th Pass,0,,101000,153000,0,254000,200000,0,0,200000,454000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1121
1123,Sivakumar.V.C.,JOLARPET,TIRUPATHUR,BSP,42,Not Given,0,,15500,65000,0,80500,0,0,0,0,80500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1123
1124,Devaraj.V.K.,JOLARPET,TIRUPATHUR,IND,61,10th Pass,0,,82000,10000,0,92000,1000000,0,0,1000000,1092000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1124
1126,Devaraji.R.,JOLARPET,TIRUPATHUR,IND,49,10th Pass,0,,342000,155000,0,497000,500000,0,0,500000,997000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1126
1127,S.Ayyaduraipandian,KADAYANALLUR,TENKASI,Amma Makkal Munnettra Kazagam,60,Post Graduate,1,"120B, 420, 468, 471",51613862,37867707,0,89481569,133490000,108250000,0,241740000,331221569,18615290,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1127
1128,K.Radha Krishnan,KADAYANALLUR,TENKASI,IND,50,8th Pass,0,,50000,0,0,50000,150000,0,0,150000,200000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1128
1129,M.Muthulakshmi,KADAYANALLUR,TENKASI,Naam Tamilar Katchi,34,Graduate,0,,546126,5000,0,551126,700000,700000,0,1400000,1951126,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1129
1130,Raja Ponnusamy,KADAYANALLUR,TENKASI,IND,60,Graduate,0,,15000,120000,0,135000,11500000,0,0,11500000,11635000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1130
1131,Avani Raja.T,KADAYANALLUR,TENKASI,IND,38,Graduate Professional,0,,28500,515200,0,543700,2500000,0,0,2500000,3043700,378330,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1131
1132,Mariduraipandian,KADAYANALLUR,TENKASI,IND,44,12th Pass,0,,125100,2405000,0,2530100,3000000,3000000,0,6000000,8530100,4334300,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1132
1133,P.Raji,KADAYANALLUR,TENKASI,IND,25,8th Pass,0,,306000,5000,0,311000,0,0,0,0,311000,240000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1133
1134,S.Raja Ram,KADAYANALLUR,TENKASI,New Generation Peoples Party,38,Graduate,0,,22176,176000,0,198176,40000,0,0,40000,238176,575316,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1134
1135,Sampath.R.V,KALASAPAKKAM,TIRUVANNAMALAI,Anna Dravidar Kazhagam,56,5th Pass,0,,270716,0,0,270716,1000000,0,0,1000000,1270716,250000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1135
1137,Nehru.M,KALASAPAKKAM,TIRUVANNAMALAI,DMDK,57,10th Pass,0,,1010000,1736000,3739928,6485928,42981626,3515000,0,46496626,52982554,13795000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1137
1138,Kalyanasundaram.A,KALASAPAKKAM,TIRUVANNAMALAI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,47,5th Pass,0,,15000,0,0,15000,0,0,0,0,15000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1138
1139,Rajamani.K,KALASAPAKKAM,TIRUVANNAMALAI,IND,57,5th Pass,0,,50000,20000,0,70000,0,0,0,0,70000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1139
1140,Vijayakumar.N,KALLAKURICHI (SC),KALLAKURICHI,DMDK,39,Graduate Professional,0,,246000,191500,0,437500,200000,0,0,200000,637500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1140
1141,Elaiyaperumal.K,KALLAKURICHI (SC),KALLAKURICHI,IND,45,10th Pass,0,,327000,140700,0,467700,0,2500000,0,2500000,2967700,1300000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1141
1142,Dinesh.M,KALLAKURICHI (SC),KALLAKURICHI,My India Party,44,Others,0,,1151000,0,0,1151000,8000000,0,0,8000000,9151000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1142
1143,Ayyasamy.M,KALLAKURICHI (SC),KALLAKURICHI,Indiya Jananayaka Katchi,40,8th Pass,0,,245000,0,0,245000,0,0,0,0,245000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1143
1144,Devimangayarkarasi.K,KALLAKURICHI (SC),KALLAKURICHI,IND,40,Doctorate,0,,267500,0,0,267500,0,0,0,0,267500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1144
1145,Manirathinem.K.I,KALLAKURICHI (SC),KALLAKURICHI,INC,62,Doctorate,4,"120B, 420; 147, 294B, 352, 506(ii)",11171232,40888940,1491180,53551352,0,4721040,5328480,10049520,63600872,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1145
1146,P. Ezhilarasan,KANCHEEPURAM,KANCHEEPURAM,IND,45,8th Pass,0,,10000,60000,0,70000,0,0,0,0,70000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1146
1147,D.Gnanamoorthy,KANCHEEPURAM,KANCHEEPURAM,IND,51,5th Pass,0,,21418,13629,0,35047,0,0,0,0,35047,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1147
1148,M.Elangovan,KANCHEEPURAM,KANCHEEPURAM,IND,37,10th Pass,0,,21708,0,0,21708,0,0,0,0,21708,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1148
1149,B. Gopinath,KANCHEEPURAM,KANCHEEPURAM,Makkal Needhi Maiam,38,Post Graduate,0,,7601762,0,10228000,17829762,5817260,0,7512500,13329760,31159522,2938722,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1149
1150,J. Jayaraj,KANCHEEPURAM,KANCHEEPURAM,IND,36,12th Pass,0,,172000,6000,0,178000,0,0,0,0,178000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1150
1151,R. Vinothraj,KANCHEEPURAM,KANCHEEPURAM,IND,33,10th Pass,0,,86500,0,0,86500,0,0,0,0,86500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1151
1152,M. Meganathan,KANCHEEPURAM,KANCHEEPURAM,New Generation Peoples Party,40,8th Pass,0,,60000,10000,0,70000,0,0,0,0,70000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1152
1154,P. Magesh Kumar,KANCHEEPURAM,KANCHEEPURAM,Pattali Makkal Katchi,41,Graduate,0,,5040000,1200000,0,6240000,2000000,1500000,0,3500000,9740000,3000000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1154
1158,Sathyamoorthi.S,KANGAYAM,TIRUPPUR,IND,34,Graduate Professional,0,,950092,762800,0,1712892,0,0,0,0,1712892,900000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1158
1159,Manikandan.R,KANGAYAM,TIRUPPUR,IND,51,12th Pass,0,,583568,1356915,0,1940483,4000000,200000,0,4200000,6140483,1134000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1159
1160,Ramesh.C,KANGAYAM,TIRUPPUR,Amma Makkal Munnettra Kazagam,42,Others,0,,593093,2468900,0,3061993,4000000,0,0,4000000,7061993,2747163,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1160
1161,Gopinath.P,KANGAYAM,TIRUPPUR,IND,29,Post Graduate,0,,202000,0,0,202000,0,0,0,0,202000,76000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1161
1162,Mani.A,KANGAYAM,TIRUPPUR,IND,54,Literate,0,,107000,0,0,107000,850000,0,0,850000,957000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1162
1164,Selvakumar.K,KANGAYAM,TIRUPPUR,IND,26,Post Graduate,0,,5000,0,260500,265500,136000,0,0,136000,401500,135000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1164
1165,Prabhakaran.G,KANGAYAM,TIRUPPUR,IND,31,Post Graduate,0,,177000,0,0,177000,400000,0,0,400000,577000,700000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1165
1167,Sathish Kumar.P,KANGAYAM,TIRUPPUR,IND,37,12th Pass,0,,173000,330000,0,503000,0,0,0,0,503000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1167
1168,Jothi Kalimuthu.G,KANGAYAM,TIRUPPUR,IND,29,10th Pass,1,"341, 294B, 324, 326, 506(ii)",2122737,1084472,0,3207209,700000,0,0,700000,3907209,1583178,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1168
1180,Subramanian.D,KANGAYAM,TIRUPPUR,IND,53,10th Pass,0,,110598,709626,0,820224,2500000,2500000,0,5000000,5820224,179310,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1180
1193,Ramalingam.A.S,KANGAYAM,TIRUPPUR,AIADMK,49,12th Pass,0,,156014848,4563401,100755,160679004,472830000,28138000,0,500968000,661647004,208115190,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1193
1194,Austin S.,KANNIYAKUMARI,KANNIYAKUMARI,DMK,62,Post Graduate,10,"143; 143, 269; 188, 271; 143, 341, 270, 290, 269; 143, 269; 143, 188, 269; 143, 188, 269; 143, 188, 269; 147, 145b; 143, 188",1242398,0,0,1242398,9000000,0,0,9000000,10242398,1700150,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1194
1195,Augustin A.,KANNIYAKUMARI,KANNIYAKUMARI,IND,26,Others,0,,26000,0,0,26000,0,0,0,0,26000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1195
1196,Makesh N.,KANNIYAKUMARI,KANNIYAKUMARI,IND,43,8th Pass,0,,57037,1025000,0,1082037,2200000,110000,0,2310000,3392037,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1196
1197,Sutharman C.J.,KANNIYAKUMARI,KANNIYAKUMARI,BSP,35,Graduate Professional,0,,153223,769000,55851,978074,0,0,0,0,978074,161000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1197
1198,Sasikala R.,KANNIYAKUMARI,KANNIYAKUMARI,Naam Tamilar Katchi,39,12th Pass,0,,0,31000,0,31000,0,0,0,0,31000,135000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1198
1199,Selvakumar P.T.,KANNIYAKUMARI,KANNIYAKUMARI,Makkal Needhi Maiam,55,Graduate Professional,0,,1316845,137991,1769779,3224615,21650000,32247100,0,53897100,57121715,6225000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1199
1200,Senthil Murugan P.,KANNIYAKUMARI,KANNIYAKUMARI,Amma Makkal Munnettra Kazagam,39,Graduate Professional,1,"147, 148, 294B, 323, 324, 341, 506(ii)",2775000,13800000,1860000,18435000,20000000,0,0,20000000,38435000,9800000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1200
1203,A.Ganesan,KARAIKUDI,SIVAGANGA,IND,59,Graduate Professional,0,,357500,182000,0,539500,7800000,350000,0,8150000,8689500,1850000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1203
1204,A.Paramasivam,KARAIKUDI,SIVAGANGA,IND,47,10th Pass,0,,32000,0,0,32000,0,0,0,0,32000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1204
1206,N.Baluswamy,KARAIKUDI,SIVAGANGA,BSP,49,5th Pass,0,,279600,655000,0,934600,3000000,0,0,3000000,3934600,700000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1206
1207,B.Vanitha,KARAIKUDI,SIVAGANGA,Puthiya Tamilagam,36,8th Pass,0,,111000,120300,0,231300,0,0,0,0,231300,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1207
1208,Rajkumar.G,KARAIKUDI,SIVAGANGA,Anna MGR Dravida Makkal Kalgam,36,5th Pass,0,,22600,288900,479700,791200,200000,0,0,200000,991200,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1208
1210,K.Velu,KARAIKUDI,SIVAGANGA,IND,40,8th Pass,0,,31000,0,0,31000,0,0,0,0,31000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1210
1211,S.Mangudi,KARAIKUDI,SIVAGANGA,INC,58,Graduate,9,"147, 323, 336, 427, 506(2); 147, 148, 294b, 341, 506(2); 147, 148, 294b, 341, 506(2); 323, 294b, 506(2), 188, 270; 294b, 506(2)",5900004,9635496,521000,16056500,8930330,28709935,0,37640265,53696765,30610231,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1211
1212,Thamilalagan,KARUR,KARUR,IND,35,Graduate Professional,0,,180500,311000,0,491500,0,0,0,0,491500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1212
1213,Murali.M,KARUR,KARUR,IND,33,Graduate Professional,0,,45000,0,0,45000,0,0,0,0,45000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1213
1214,Boopathi.P,KARUR,KARUR,IND,33,Graduate Professional,0,,60000,0,0,60000,0,0,0,0,60000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1214
1215,Dhanabal,KARUR,KARUR,IND,37,Graduate Professional,0,,248500,314000,0,562500,0,0,0,0,562500,200000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1215
1216,Veerakumar.T,KARUR,KARUR,IND,29,Graduate Professional,0,,60000,0,0,60000,0,0,0,0,60000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1216
1217,Abilazan.N,KARUR,KARUR,IND,32,Graduate Professional,0,,519000,0,0,519000,0,0,0,0,519000,214000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1217
1219,Karuppaiya.R,KARUR,KARUR,Naam Tamilar Katchi,55,Post Graduate,0,,8600766,0,0,8600766,31000000,0,15000000,46000000,54600766,6356011,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1219
1220,Prasanth.S,KARUR,KARUR,IND,29,Post Graduate,0,,90000,0,0,90000,0,0,0,0,90000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1220
1221,Aadhikrishnan.P,KARUR,KARUR,BSP,45,Literate,0,,16472,1083,0,17555,150000,0,0,150000,167555,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1221
1222,Sathish.P,KARUR,KARUR,IND,33,Graduate Professional,0,,1246500,280000,0,1526500,3250000,0,0,3250000,4776500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1222
1223,Mounagurubalusamy.K,KARUR,KARUR,IND,32,12th Pass,0,,120000,272000,0,392000,0,0,0,0,392000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1223
1224,Prakash.N,KARUR,KARUR,IND,42,Graduate Professional,0,,1063935,115888,0,1179823,0,0,0,0,1179823,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1224
1226,Murugesan.A,KARUR,KARUR,IND,49,5th Pass,0,,6874,1678,0,8552,0,200000,0,200000,208552,50000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1226
1228,Venkatesh Prabu.K,KARUR,KARUR,IND,31,Graduate Professional,0,,35000,0,0,35000,0,0,0,0,35000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1228
1229,Pushparaj.P,KARUR,KARUR,IND,38,Graduate Professional,0,,1875000,80000,0,1955000,3500000,0,0,3500000,5455000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1229
1230,Muthukumar.G,KARUR,KARUR,IND,48,Graduate Professional,0,,190000,3000000,0,3190000,0,0,0,0,3190000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1230
1232,Dhanalakshmi.M,KARUR,KARUR,Ganasangam Party of India,37,Others,0,,13200,3000,0,16200,0,0,0,0,16200,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1232
1233,Kamaraj.P,KARUR,KARUR,IND,30,Graduate Professional,0,,145000,0,0,145000,0,0,0,0,145000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1233
1234,Kathiravan.P,KARUR,KARUR,IND,27,Graduate Professional,0,,35000,0,0,35000,0,0,0,0,35000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1234
1235,Amarnath.K,KARUR,KARUR,IND,36,Graduate Professional,0,,1045000,0,0,1045000,0,0,0,0,1045000,500000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1235
1236,Daniya,KARUR,KARUR,IND,40,Graduate Professional,0,,719890,5000,0,724890,0,0,0,0,724890,640000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1236
1237,Anbazhagan,KARUR,KARUR,IND,31,Graduate Professional,0,,229269,101000,0,330269,0,0,0,0,330269,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1237
1238,Vinothkumar,KARUR,KARUR,IND,39,Post Graduate,0,,2272281,1241600,0,3513881,1500000,0,0,1500000,5013881,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1238
1239,Gopalakrishnan.A,KARUR,KARUR,IND,35,Graduate Professional,0,,130000,150000,0,280000,0,0,0,0,280000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1239
1240,Sakthikumar,KARUR,KARUR,IND,35,Graduate Professional,0,,883257,0,0,883257,0,0,0,0,883257,520000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1240
1241,Sivasamy.P,KARUR,KARUR,IND,38,Graduate Professional,0,,911419,514000,0,1425419,8000000,0,0,8000000,9425419,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1241
1242,Selvakumar.M,KARUR,KARUR,IND,41,Graduate Professional,0,,372000,240000,0,612000,4000000,400000,0,4400000,5012000,1450000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1242
1243,K Raja,KATPADI,VELLORE,BSP,59,10th Pass,0,,20500,32000,0,52500,0,0,0,0,52500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1243
1244,V Vinayagam,KATPADI,VELLORE,IND,34,Graduate Professional,0,,1536000,870000,0,2406000,0,0,0,0,2406000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1244
1245,Arumugam K P,KATPADI,VELLORE,A,45,Others,0,,759000,207000,0,966000,0,0,0,0,966000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1245
1248,P Dhananjayan,KATPADI,VELLORE,IND,45,10th Pass,0,,1255000,380000,0,1635000,1150000,0,0,1150000,2785000,1000000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1248
1249,A. Anandan,KATTUMANNARKOIL (SC),CUDDALORE,IND,43,10th Pass,0,,160150,150150,0,310300,175200,0,0,175200,485500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1249
1250,M. Thirunavukarasu,KATTUMANNARKOIL (SC),CUDDALORE,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,46,Graduate,0,,50000,505000,0,555000,600000,250000,0,850000,1405000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1250
1251,Sinthanai Selvan,KATTUMANNARKOIL (SC),CUDDALORE,Viduthalai Chiruthaigal Katchi,55,Others,1,"147, 341, 188",556880,506025,0,1062905,8500000,0,0,8500000,9562905,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1251
1252,S. Narayanamoorthy,KATTUMANNARKOIL (SC),CUDDALORE,Amma Makkal Munnettra Kazagam,53,5th Pass,2,"448, 294B, 506(1); 143, 188, 341, 285",62000,189500,52000,303500,0,0,0,0,303500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1252
1253,Thanga Vikram,KATTUMANNARKOIL (SC),CUDDALORE,Makkal Needhi Maiam,34,Post Graduate,0,,700000,55000,0,755000,0,0,0,0,755000,300000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1253
1254,M.A.T. Archunan,KATTUMANNARKOIL (SC),CUDDALORE,IND,63,Post Graduate,0,,677000,0,0,677000,2705000,0,0,2705000,3382000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1254
1256,Pushpanantham.V,KAVUNDAMPALAYAM,COIMBATORE,IND,52,Post Graduate,0,,326635,235000,0,561635,0,0,0,0,561635,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1256
1257,Selvaraj.M,KAVUNDAMPALAYAM,COIMBATORE,New Generation Peoples Party,62,5th Pass,0,,258482,261500,0,519982,0,3500000,0,3500000,4019982,2223000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1257
1258,Pankaj Jain,KAVUNDAMPALAYAM,COIMBATORE,Makkal Needhi Maiam,39,10th Pass,0,,30611465,1821462,1333171,33766098,13170569,12675266,0,25845835,59611933,17847915,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1258
1261,Aruna.M,KAVUNDAMPALAYAM,COIMBATORE,Amma Makkal Munnettra Kazagam,40,Post Graduate,0,,6125823,1272750,0,7398573,0,47500000,0,47500000,54898573,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1261
1262,Sivan Raj K,KILLIYOOR,KANNIYAKUMARI,IND,33,8th Pass,1,"147, 148, 341, 294B, 323, 324, 506(II)",32000,0,162000,194000,200000,0,800000,1000000,1194000,1190000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1262
1264,Jude Dev K.V,KILLIYOOR,KANNIYAKUMARI,AIADMK,40,Graduate,5,"147, 148, 427, 447, 506(II); 147, 148, 427, 447, 506(ii); 147, 148, 341, 294b, 324, 326, 307; 294b, 435, 307, 506(II), 120b; 147, 294b, 506(II)",784500,3302000,0,4086500,18000000,2500000,0,20500000,24586500,1900000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1264
1265,Seema A,KILLIYOOR,KANNIYAKUMARI,Amma Makkal Munnettra Kazagam,42,12th Pass,0,,2605000,0,0,2605000,0,0,0,0,2605000,300000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1265
1266,Antony A,KILLIYOOR,KANNIYAKUMARI,All India Samathuva Makhal Katchi,32,8th Pass,0,,360000,0,0,360000,700000,0,0,700000,1060000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1266
1267,Rajesh Kumar S,KILLIYOOR,KANNIYAKUMARI,INC,46,Post Graduate,52,"143, 269; 151, 143, 188; 147, 148, 294B, 285, 353, 506(II); 143, 269; 143, 341, 269; 143, 188, 269; 143, 341, 269; 147, 342, 353; 341, 143, 188; 143, 188; 147, 294B, 332, 353, 506(I); 147; 147, 148, 194B, 285, 353, 506(ii); 147, 447, 294B, 353, 324, 307; 143, 188; 341, 143, 188; 143, 269; 341, 143, 188; 143, 188; 341, 143, 188; 143, 188; 143, 188, 269; 143, 188, 269; 143, 285, 269; 143, 447, 341, 353, 269; 143, 269; 341, 283, 143, 269; 143, 188, 269; 143, 188, 269; 143, 188, 269; 143, 141, 283; 341, 143; 151; 143, 269, 270; 143, 341, 269, 270, 283, 290; 143, 188; 143, 188; 151; 151, 188; 147, 149, 188, 278, 285, 74; 143, 188; 143, 341; 143, 294B, 341, 353; 147, 148; 143, 188,  269; 143, 341, 369, 270; 143, 341; 143, 269; 143, 269, 341",7070389,4033032,1191,11103540,11429600,1700000,0,13129600,24233140,2485000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1267
1268,Anchalose R,KILLIYOOR,KANNIYAKUMARI,IND,61,Graduate,0,,10000,0,0,10000,5000000,0,0,5000000,5010000,125000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1268
1269,Sivakumar V,KILLIYOOR,KANNIYAKUMARI,BSP,42,8th Pass,0,,74500,205000,60000,339500,0,0,300000,300000,639500,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1269
1270,Peter H,KILLIYOOR,KANNIYAKUMARI,Naam Tamilar Katchi,39,Graduate,0,,1685128,357776,0,2042904,1926266,854752,0,2781018,4823922,31906,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1270
1271,K.Selvakumar,KILPENNATHUR,TIRUVANNAMALAI,Pattali Makkal Katchi,44,Post Graduate,1,"147, 143, 188",417787,1659842,0,2077629,900000,0,0,900000,2977629,200000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1271
1272,N.Thangaraj,KILPENNATHUR,TIRUVANNAMALAI,Makkal Munnetra Peravai,52,8th Pass,0,,3450000,0,0,3450000,12000000,0,0,12000000,15450000,850000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1272
1273,P.Kathikeyan,KILPENNATHUR,TIRUVANNAMALAI,Amma Makkal Munnettra Kazagam,42,10th Pass,3,"430, 379",2211484,350000,0,2561484,0,0,4000000,4000000,6561484,1000000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1273
1274,A.Venkatesan,KILPENNATHUR,TIRUVANNAMALAI,A,44,Illiterate,0,,28000,1000,0,29000,0,0,0,0,29000,175000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1274
1275,Sakthivel,KILPENNATHUR,TIRUVANNAMALAI,IND,37,Graduate Professional,0,,10000,10000,0,20000,0,0,300000,300000,320000,0,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1275
1276,Lourdammal,KILPENNATHUR,TIRUVANNAMALAI,IND,60,10th Pass,0,,250000,5000,200000,455000,2000000,2000000,0,4000000,4455000,120000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1276
1277,K Elavarasan,KILVAITHINANKUPPAM (SC),VELLORE,A,52,10th Pass,0,,115000,60500,0,175500,300000,0,0,300000,475500,25000,https://myneta.info/TamilNadu2021/candidate.php?candidate_id=1277
