myneta_id,name,constituency,district,party,age,education,criminal_cases,criminal_details,movable_self,movable_spouse,movable_dependents,movable_total,immovable_self,immovable_spouse,immovable_dependents,immovable_total,total_assets,liabilities,affidavit_url
22,Sadaiyandi.e,DR.RADHAKRISHNAN NAGAR,CHENNAI,C,53,5th Pass,0,,29500,0,0,29500,0,0,0,0,29500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=22
23,Masilamani R,MAILAM,VILLUPURAM,DMK,65,Graduate Professional,0,,1228650,828315,0,2056965,12200000,5107000,0,17307000,19363965,197096,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=23
25,Mannan M P,SANKARAPURAM,VILLUPURAM,BSP,56,Post Graduate,0,,383217,0,0,383217,200000,0,0,200000,583217,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=25
26,Pon Rasa,YERCAUD,SALEM,BJP,40,12th Pass,0,,1112800,0,0,1112800,1160000,0,0,1160000,2272800,233000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=26
33,Saravanan C,KUMARAPALAYAM,NAMAKKAL,IND,38,5th Pass,0,,237522,40000,0,277522,0,0,0,0,277522,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=33
34,Govindaraj A,KUMARAPALAYAM,NAMAKKAL,L,55,Literate,0,,0,100000,0,100000,300000,0,0,300000,400000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=34
38,R.nandakumar,KAVUNDAMPALAYAM,COIMBATORE,BJP,44,Graduate,1,"147, 148, 294b, 506(1)",2294845,1606882,0,3901727,2050000,0,0,2050000,5951727,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=38
40,K Nithyanandhan,POLLACHI,COIMBATORE,Kongunadu Makkal Desia Katchi,44,Graduate Professional,0,,68440844,519203996,50838272,638483112,192846620,16000000,0,208846620,847329732,15837858,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=40
41,Ravi Paul G,PALANI,DINDIGUL,Indian Christian Front,49,Post Graduate,0,,369549,0,0,369549,0,0,0,0,369549,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=41
42,Venkatesan G,NATHAM,DINDIGUL,IND,44,10th Pass,0,,264904,342678,47100,654682,0,0,0,0,654682,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=42
43,Jayanthi P,VEDASANDUR,DINDIGUL,L,35,Graduate Professional,0,,140043,127942,0,267985,0,500000,0,500000,767985,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=43
44,Baskar A,CUDDALORE,CUDDALORE,IND,35,10th Pass,0,,363000,0,0,363000,0,0,0,0,363000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=44
45,Rajamohan S,CUDDALORE,CUDDALORE,IND,63,Post Graduate,0,,32400,353104,117400,502904,1300000,2800000,0,4100000,4602904,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=45
46,Raju K,CUDDALORE,CUDDALORE,IND,55,12th Pass,0,,5898,0,2002,6098,0,0,0,0,6098,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=46
47,V.manoharan,MELUR,MADURAI,IND,57,5th Pass,0,,4060301,0,0,4060301,3000000,0,0,3000000,7060301,180000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=47
48,Bhaskaran M,GUMMIDIPOONDI,THIRUVALLUR,BJP,53,10th Pass,0,,780000,467500,1153500,2401000,22200000,4700000,0,26900000,29301000,1050000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=48
50,Chakravarthy. M,TIRUTTANI,THIRUVALLUR,BJP,63,Graduate,0,,31212853,6470209,0,37683062,20570000,11342000,0,31912000,69595062,23928900,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=50
51,Vaithilingam A,TIRUTTANI,THIRUVALLUR,Pattali Makkal Katchi,46,Others,1,"120B, 420, 468, 471",24581629,11875391,0,36457020,142415000,51677000,0,194092000,230549020,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=51
52,Raajendran V G,THIRUVALLUR,THIRUVALLUR,DMK,48,Others,0,,66788556,14748326,19134,81556017,56429000,37650000,0,94079000,175635017,114102948,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=52
53,Balayogi V,THIRUVALLUR,THIRUVALLUR,Pattali Makkal Katchi,40,12th Pass,2,"147, 148, 324, 341, 294(b), 506(ii); 147, 294(b), 323, 506(ii)",8637463,1490394,69500,10197357,16645500,8721200,0,25366700,35564057,33233450,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=53
54,Nasar S M,AVADI,THIRUVALLUR,DMK,56,10th Pass,0,,4861600,2688728,0,7550328,142858000,7924800,0,150782800,158333128,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=54
55,Anthridoss R,AVADI,THIRUVALLUR,Marumalarchi Dravida Munnetra Kazhagam,57,Post Graduate,0,,203000,1050000,0,1253000,6500000,5500000,0,12000000,13253000,1140000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=55
60,Devarajan G,AMBATTUR,THIRUVALLUR,IND,40,Post Graduate,0,,612200,417000,0,1029200,3830000,0,0,3830000,4859200,2360000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=60
61,Sekar K N,AMBATTUR,THIRUVALLUR,Pattali Makkal Katchi,45,8th Pass,0,,20201128,6527871,1035000,27763999,11417724,38659797,0,50077521,77841520,45944603,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=61
63,Prakash R,AMBATTUR,THIRUVALLUR,IND,49,Graduate,0,,37000,1160000,0,1197000,7200000,0,0,7200000,8397000,2000000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=63
65,Constandine Ravindran J,AMBATTUR,THIRUVALLUR,DMDK,48,Post Graduate,1,"409, 500",1013429,2974222,493692,4481343,0,4900000,0,4900000,9381343,2275881,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=65
66,Eraviraj G,MADAVARAM,THIRUVALLUR,Pattali Makkal Katchi,51,Graduate,0,,0,0,0,0,0,0,0,0,0,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=66
68,Selvi J Jayalalithaa,DR.RADHAKRISHNAN NAGAR,CHENNAI,AIADMK,68,10th Pass,4,"500; 500, 501",416355395,0,0,416355395,720983190,0,0,720983190,1137338585,20402987,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=68
69,Subash Babu M,DR.RADHAKRISHNAN NAGAR,CHENNAI,Anbu Udhayam Katchi,41,Post Graduate,0,,573459,0,724395,1297854,0,0,2075000,2075000,3372854,285000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=69
70,Marimuthu P,DR.RADHAKRISHNAN NAGAR,CHENNAI,IND,60,5th Pass,0,,81000,75000,107400,263400,3645000,0,0,3645000,3908400,120000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=70
71,A Soundara Rajan,PERAMBUR,CHENNAI,Communist Party of India (Marxist)(CPI(M)),69,Graduate,2,"147, 148, 294(b), 506; 147, 294(b), 341, 506",43684,326475,98290,468449,5334000,0,3803040,9137040,9605489,2000000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=71
74,Prakash R,PERAMBUR,CHENNAI,BJP,52,10th Pass,0,,521990,1600642,0,2122632,700000,6000000,0,6700000,8822632,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=74
75,N R Dhanapalan,PERAMBUR,CHENNAI,DMK,64,Post Graduate,1,"259, 255, 468, 471, 467, 120B, 420, 34",145504965,49811978,0,195316943,121919666,62275000,0,184194666,379511609,3679870,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=75
76,S Vengadesan,PERAMBUR,CHENNAI,SHS,54,5th Pass,0,,84000,10000,0,94000,0,840000,0,840000,934000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=76
78,K.t.raghavan,KOLATHUR,CHENNAI,BJP,45,Graduate Professional,0,,437137,893395,0,1330532,8150000,3000000,0,11150000,12480532,311136,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=78
80,B. Ranganathan,VILLIVAKKAM,CHENNAI,DMK,65,Graduate Professional,3,"448, 427, 506(i); 188, 34",29790477,19408902,0,49199379,26500000,35100000,0,61600000,110799379,59339293,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=80
81,A.vagai Venthan,VILLIVAKKAM,CHENNAI,Naam Tamilar Katchi,36,Post Graduate,1,"147, 148, 353, 506(ii)",616936,573600,0,1190536,900000,0,0,900000,2090536,431388,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=81
82,Jayalakshmi,EGMORE,CHENNAI,Naam Tamilar Katchi,29,Graduate,0,,23000,1000,0,24000,0,0,0,0,24000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=82
84,Sekar Babu P K,HARBOUR,CHENNAI,DMK,53,10th Pass,3,"147, 148, 353, 286, 307, 120B, 34, 171F; 147, 148, 427; 147, 148, 171E, 323, 294B, 324, 354, 34, 149",1921366,2150738,458824,4530928,0,14031899,0,14031899,18562827,1780000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=84
86,T.k.syed Subair,CHEPAUK-THIRUVALLIKENI,CHENNAI,IND,49,Graduate,0,,78000,400000,260000,738000,3666667,0,1833333,5500000,6238000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=86
87,Apn.thamarai Gajendran,CHEPAUK-THIRUVALLIKENI,CHENNAI,BJP,43,10th Pass,0,,1291000,852000,0,2143000,16900000,0,0,16900000,19043000,1000000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=87
91,Ku.ka.selvam,THOUSAND LIGHTS,CHENNAI,DMK,63,Unknown,0,,3333077,9313787,0,12646864,310000,139665000,0,139975000,152621864,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=91
92,C. Ambigapathy,THOUSAND LIGHTS,CHENNAI,Marumalarchi Dravida Munnetra Kazhagam,51,12th Pass,1,"143, 147,336,337,427",26948555,32768011,0,59716566,63719698,60719698,0,124439396,184155962,50995432,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=92
93,Mohan M.k.,ANNA NAGAR,CHENNAI,DMK,63,8th Pass,0,,19215359,10028347,0,29243707,1097055000,583432300,0,1680487300,1709731007,38504386,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=93
94,Mallika Dayalan,ANNA NAGAR,CHENNAI,Marumalarchi Dravida Munnetra Kazhagam,59,12th Pass,0,,2401562,0,0,2401562,0,0,0,0,2401562,794642,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=94
95,P. Essakimuthu,VIRUGAMPAKKAM,CHENNAI,IND,60,Illiterate,0,,0,0,0,0,0,0,0,0,0,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=95
96,K. Thanasekaran,VIRUGAMPAKKAM,CHENNAI,DMK,54,10th Pass,4,"120B, 420, 386, 506(ii); 120B, 506(ii), 420; 448, 427, 506(ii), 34; 452, 397, 395, 427, 336, 149",8882857,2828102,0,11710959,143947050,23514400,0,167461450,179172409,568922,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=96
98,Chinnadurai.v,SAIDAPET,CHENNAI,IND,46,12th Pass,0,,3059205,624501,0,3683706,32000000,6000000,0,38000000,41683706,3544154,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=98
99,Elumalai.s,SAIDAPET,CHENNAI,CPI,58,8th Pass,0,,73379,302844,0,376223,0,9812000,0,9812000,10188223,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=99
101,Dr.n.s.kanimozhi,THIYAGARAYANAGAR,CHENNAI,DMK,43,Post Graduate,0,,9638126,7282581,0,16920707,24000000,26500000,0,50500000,67420707,32540745,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=101
102,H.raja,THIYAGARAYANAGAR,CHENNAI,BJP,58,Graduate Professional,0,,1585428,1387500,0,2972928,10227000,1450000,0,11677000,14649928,487131,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=102
103,Jebamani E,MYLAPORE,CHENNAI,Peoples Party of India(secular),65,Post Graduate,0,,29000,92000,0,121000,0,0,0,0,121000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=103
104,V.vijayakrishna,MYLAPORE,CHENNAI,SHS,38,Post Graduate,0,,9808,92823,19400,122031,0,0,0,0,122031,448950,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=104
105,Kuppal G.devadoss,MYLAPORE,CHENNAI,IND,61,10th Pass,0,,4086500,6145000,0,10231500,1500000,4000000,0,5500000,15731500,6600000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=105
107,Sanjeevinathan.k,CHENGALPATTU,KANCHEEPURAM,Naam Tamilar Katchi,36,8th Pass,0,,11850500,2458000,648000,14956500,6200000,0,0,6200000,21156500,7681820,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=107
109,Sathish Kumar.g,CHENGALPATTU,KANCHEEPURAM,SHS,31,5th Pass,0,,684000,330500,0,1014500,0,0,0,0,1014500,539443,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=109
110,C.v.m.p. Ezhilarasan,KANCHEEPURAM,KANCHEEPURAM,DMK,44,Graduate Professional,0,,770014,3428720,468121,4666855,4400000,40735000,0,45135000,49801855,1081824,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=110
111,P. Magesh Kumar,KANCHEEPURAM,KANCHEEPURAM,Pattali Makkal Katchi,36,Others,0,,4515000,600000,0,5115000,700000,1000000,0,1700000,6815000,3000000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=111
113,C.vijayan,ARAKKONAM,VELLORE,BJP,45,Graduate,0,,96000,200000,0,296000,1680000,0,0,1680000,1976000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=113
115,A.m.munirathinam,SHOLINGUR,VELLORE,INC,60,10th Pass,0,,107988962,70180444,0,178169406,62304398,21430943,0,83735341,261904747,196865608,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=115
117,K.saravanan,SHOLINGUR,VELLORE,Pattali Makkal Katchi,42,Graduate Professional,3,"147, 148, 341, 294b, 506(ii), 323, 355; 147, 435, 506(ii); 147, 148, 341, 294b, 506(ii), 109, 188",1675000,20000,0,1695000,16700000,50000,0,16750000,18445000,3838958,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=117
118,Shanmugam N T,KATPADI,VELLORE,Pattali Makkal Katchi,68,Graduate Professional,0,,4740359,1585941,0,6326300,6950000,2850000,0,9800000,16126300,2260126,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=118
120,R.gandhi,RANIPET,VELLORE,DMK,70,10th Pass,1,"403, 406, 409, 420",100336818,29661909,0,129998727,222981791,10514769,0,233496560,363495287,173304650,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=120
122,Eswarappan J L,ARCOT,VELLORE,DMK,37,Graduate Professional,0,,35311454,31716685,0,67028139,24960000,28878500,0,53838500,120866639,85621027,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=122
124,Udayakumar P N,ARCOT,VELLORE,Marumalarchi Dravida Munnetra Kazhagam,56,Graduate,0,,926678,300000,0,1226678,8000000,1400000,0,9400000,10626678,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=124
126,Saravanan.l,VELLORE,VELLORE,IND,38,8th Pass,0,,69500,0,0,69500,0,0,0,0,69500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=126
127,Elavazagan K L,ANAIKATTU,VELLORE,Pattali Makkal Katchi,47,10th Pass,0,,2102532,930000,750000,3782532,1300000,0,1100000,2400000,6182532,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=127
129,Thangaraj .g,GUDIYATTAM,VELLORE,All Pensioners Party,68,10th Pass,0,,0,0,0,0,0,0,0,0,0,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=129
130,Vadivelan .p,GUDIYATTAM,VELLORE,Vijaya Bharatha Makkal (People) Party,35,12th Pass,0,,303000,25500,0,328500,0,0,0,0,328500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=130
131,Nallathambi. A,TIRUPATTUR,VELLORE,DMK,40,12th Pass,1,"147, 294, 323, 506",1315023,1465342,0,2780365,9502150,70000,0,9572150,12352515,5561559,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=131
133,Vankatesan. M,TIRUPATTUR,VELLORE,Kongunadu Makkal Desia Katchi,39,8th Pass,0,,946100,173000,0,1119100,0,0,0,0,1119100,200000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=133
135,Govinddarasan.e.c,BARGUR,KRISHNAGIRI,DMK,46,8th Pass,0,,977397,252800,0,1230197,14365000,2665000,0,17030000,18260197,105940,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=135
137,Ramesh.d,BARGUR,KRISHNAGIRI,IND,35,12th Pass,0,,691000,206660,0,897660,1500000,0,0,1500000,2397660,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=137
138,Pandian @ Pandia Prabhu.p,KRISHNAGIRI,KRISHNAGIRI,IND,32,Post Graduate,0,,460000,705000,0,1165000,0,0,0,0,1165000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=138
139,Senguttuvan.t,KRISHNAGIRI,KRISHNAGIRI,DMK,63,10th Pass,1,"147, 148, 451, 109, 395, 397",0,0,0,10932676,0,0,0,12125000,23057676,1858272,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=139
141,Vajravel.g,KRISHNAGIRI,KRISHNAGIRI,Kongunadu Makkal Desia Katchi,36,Graduate Professional,0,,0,0,0,285000,0,0,0,500000,785000,30000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=141
146,Vindhai Vendhan,THALLI,KRISHNAGIRI,IND,68,Unknown,0,,0,0,0,100000,0,0,0,100000,200000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=146
147,Prakaash.y,THALLI,KRISHNAGIRI,DMK,51,10th Pass,0,,0,0,0,8990253,0,0,0,35931526,44921779,3847380,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=147
148,Ramachandran.b,THALLI,KRISHNAGIRI,BJP,48,10th Pass,0,,0,0,0,830000,0,0,0,0,830000,120000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=148
150,Murugan P.k,PALACODU,DHARMAPURI,DMK,48,Graduate Professional,0,,0,0,0,2552932,0,0,0,3000000,5552932,1497100,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=150
153,Arumugam M,DHARMAPURI,DHARMAPURI,BJP,41,12th Pass,0,,0,0,0,410212,0,0,0,1600000,2010212,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=153
154,Elangovan V,DHARMAPURI,DHARMAPURI,DMDK,65,Graduate Professional,0,,0,0,0,5401500,0,0,0,33000000,38401500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=154
157,Mohan S,DHARMAPURI,DHARMAPURI,BSP,64,Graduate,0,,0,0,0,330656,0,0,0,0,330656,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=157
158,Govindharaju S,DHARMAPURI,DHARMAPURI,Tamilar Makkal Katchi,39,Post Graduate,0,,0,0,0,572695,0,0,0,2000000,2572695,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=158
159,S.murali,HARUR,DHARMAPURI,Pattali Makkal Katchi,26,Graduate,0,,0,0,0,6090000,0,0,0,11800000,17890000,1700000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=159
160,S.rajendran,HARUR,DHARMAPURI,DMK,56,Post Graduate,0,,0,0,0,9758859,0,0,0,46300000,56058859,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=160
162,Ganesh Kumar A,GINGEE,VILLUPURAM,Pattali Makkal Katchi,32,Graduate Professional,1,"147, 143, 285, 188",0,0,0,3305797,0,0,0,12500000,15805797,3555698,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=162
163,Masthan K S,GINGEE,VILLUPURAM,DMK,60,8th Pass,0,,0,0,0,13464624,0,0,0,38294850,51759474,6683692,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=163
164,Mydili R,VANUR,VILLUPURAM,DMK,44,Post Graduate,0,,0,0,0,1120095,0,0,0,9120000,10240095,731000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=164
165,Thiruselvakumar D,VANUR,VILLUPURAM,BJP,37,Post Graduate,0,,0,0,0,2113858,0,0,0,0,2113858,640000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=165
166,Anandh Babu A,VILLUPURAM,VILLUPURAM,IND,32,Post Graduate,0,,0,0,0,3153,0,0,0,0,3153,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=166
167,A S Victor,VILLUPURAM,VILLUPURAM,IND,42,10th Pass,0,,0,0,0,75577,0,0,0,0,75577,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=167
168,Jayakumar Rama,VILLUPURAM,VILLUPURAM,BJP,45,10th Pass,0,,0,0,0,1451363,0,0,0,0,1451363,990000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=168
169,Rathamani.k,VIKRAVANDI,VILLUPURAM,DMK,67,Post Graduate,0,,0,0,0,2108000,0,0,0,1110000,3218000,240000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=169
170,Aadhavan. S,VIKRAVANDI,VILLUPURAM,BJP,47,Graduate Professional,0,,0,0,0,6203728,0,0,0,20450000,26653728,9950000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=170
171,Navaneedham. R,VIKRAVANDI,VILLUPURAM,IND,39,10th Pass,0,,0,0,0,1317000,0,0,0,0,1317000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=171
172,Arulnehru V,TIRUKKOYILUR,VILLUPURAM,IND,53,12th Pass,0,,0,0,0,850383,0,0,0,500000,1350383,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=172
173,Ponmudy K,TIRUKKOYILUR,VILLUPURAM,DMK,65,Doctorate,4,"406, 420, 379, 120B; 294b, 506(ii), 153B; 120(B), 419,466,467,463, 477,471,101, 109",0,0,0,65989941,0,0,0,50956535,116946476,16360814,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=173
174,Thamilselvi D,TIRUKKOYILUR,VILLUPURAM,IND,39,8th Pass,0,,0,0,0,1016260,0,0,0,350000,1366260,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=174
175,Dr.k.padmarajan,ULUNDURPETTAI,VILLUPURAM,IND,55,Post Graduate,0,,0,0,0,116000,0,0,0,1400000,1516000,48000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=175
176,Arasan K,ULUNDURPETTAI,VILLUPURAM,IND,56,Illiterate,0,,0,0,0,445000,0,0,0,250000,695000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=176
177,Ramalingam G,ULUNDURPETTAI,VILLUPURAM,Kongunadu Makkal Desia Katchi,60,Graduate,0,,0,0,0,50500,0,0,0,1500000,1550500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=177
179,Karthikeyan.k,RISHIVANDIYAM,VILLUPURAM,DMK,38,10th Pass,0,,0,0,0,13955644,0,0,0,23226200,37181844,6814781,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=179
181,S Sankar,SANKARAPURAM,VILLUPURAM,Naam Tamilar Katchi,40,10th Pass,0,,0,0,0,126000,0,0,0,0,126000,89600,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=181
182,S Rajendran,SANKARAPURAM,VILLUPURAM,Kongunadu Makkal Desia Katchi,55,10th Pass,0,,0,0,0,280500,0,0,0,1500000,1780500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=182
184,Kamaraj P,KALLAKURICHI,VILLUPURAM,DMK,50,10th Pass,0,,0,0,0,275000,0,0,0,2151910,2426910,112610,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=184
186,Mariyappan C,KALLAKURICHI,VILLUPURAM,Naam Tamilar Katchi,32,10th Pass,0,,0,0,0,111000,0,0,0,0,111000,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=186
188,Chandiran R,KALLAKURICHI,VILLUPURAM,Kongunadu Makkal Desia Katchi,39,10th Pass,0,,0,0,0,70500,0,0,0,100000,170500,0,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=188
190,Elayaperumal K,KALLAKURICHI,VILLUPURAM,Indiya Jananayaka Katchi,39,10th Pass,0,,0,0,0,690500,0,0,0,500000,1190500,23000,https://myneta.info/TamilNadu2016/candidate.php?candidate_id=190
