myneta_id,name,constituency,party,age,education,criminal_cases,criminal_details,movable_total,immovable_total,total_assets,liabilities,affidavit_url
1279,K R M. Radhakrishnan,TIRUCHENDUR,BJP,44,Graduate,3,IPC; IPC; IPC,37852755,64503300,102356055,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1279
1280,Srmt Sekar Alias Chandrasekar R,TIRUCHENGODU,AIADMK,58,12th Pass,0,,31387023,14173453,45560476,9640170,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1280
1281,Rajavarman.M.S.R,TIRUCHULI,AIADMK,53,8th Pass,2,IPC; IPC,48735410,119110520,167845930,41711530,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1281
1282,Palanisamy S,TIRUKKOYILUR,AIADMK,64,10th Pass,3,BNS; IPC; IPC,5099479,25199082,30298561,13289000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1282
1283,Dr Pon Gauthamsigamani,TIRUKKOYILUR,DMK,51,Post Graduate,2,IPC; IPC,1326276978,127617170,1453894148,203833473,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1283
1284,Gnanasekar. A,TIRUPATTUR,Amma Makkal Munnettra Kazagam,54,12th Pass,0,,618771037,832226500,1450997537,715008835,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1284
1285,Thirumaran. K.C,TIRUPPATHUR,BJP,52,Graduate,10,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,8511569,2500000,11011569,3544761,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1285
1286,Periakaruppan. Kr,TIRUPPATHUR,DMK,66,Graduate,0,,212328053,57709362,270037415,65683486,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1286
1287,Dineshkumar. N,TIRUPPUR (SOUTH),DMK,47,Post Graduate,0,,138997160,762500000,901497160,80704823,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1287
1288,Thangaraj. S,TIRUPPUR (SOUTH),BJP,47,8th Pass,0,,74144600,192851700,266996300,43189037,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1288
1289,D.Krishnamurthy,TIRUTTANI,Desiya Murpokku Dravida Kazhagam,63,10th Pass,2,BNS; IPC,10975998,49500000,60475998,31395804,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1289
1290,G.Hari,TIRUTTANI,AIADMK,65,Post Graduate,3,IPC; BNS; BNS,19577173,41546722,61123895,8605395,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1290
1291,M.Keerthika,TIRUVADANAI,AIADMK,49,Post Graduate,2,IPC; IPC,39880291,90665000,130545291,33795079,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1291
1292,Rm. Karumanickam,TIRUVADANAI,INC,40,Graduate Professional,0,,32036222,25155000,57191222,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1292
1293,Velu. E.V,TIRUVANNAMALAI,DMK,76,Post Graduate,0,,33684727,174000000,207684727,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1293
1294,Elumalai. C,TIRUVANNAMALAI,BJP,67,Post Graduate,5,IPC; IPC; IPC; IPC; BNS,29629476,45421022,75050498,18500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1294
1295,Arul Arumugam,TIRUVANNAMALAI,Tamilaga Vettri Kazhagam,43,Post Graduate,13,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; BNS; BNS,12816340,32000000,44816340,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1295
1296,Murugumaran N,TITTAKUDI (SC),AIADMK,54,Graduate Professional,3,IPC; IPC; IPC,10246063,57914005,68160068,5957611,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1296
1297,Ganesan C.V,TITTAKUDI (SC),DMK,67,Post Graduate,0,,16530076,92785000,109315076,64929838,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1297
1298,Bhojarajan.M,UDHAGAMANDALAM,BJP,79,Graduate Professional,0,,50270796,124700000,174970796,17022417,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1298
1299,Jayakumar M.,UDUMALAIPETTAI,DMK,50,Post Graduate,0,,11011080,27180000,38191080,1199763,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1299
1300,Radhakrishnan K.,UDUMALAIPETTAI,AIADMK,60,Graduate,3,IPC; IPC; IPC,17725702,18900000,36625702,5000000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1300
1301,Kumaraguru R,ULUNDURPETTAI,AIADMK,64,12th Pass,2,BNS; IPC,34830247,14477500,49307747,9014887,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1301
1302,Saravanakumar. T,USILAMPATTI,INC,48,Graduate Professional,0,,35200193,13150000,48350193,39761192,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1302
1303,R Kuppusamy,UTHANGARAI (SC),INC,74,10th Pass,0,,12576860,24700000,37276860,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1303
1304,Mageshkumar.P,UTHIRAMERUR,Pattali Makkal Katchi,46,12th Pass,0,,10562202,2817500,13379702,3757796,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1304
1305,Kutty Alias Sudhakar. A,VALPARAI (SC),DMK,49,12th Pass,0,,8734911,0,8734911,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1305
1306,Lekshmana Singh. D,VALPARAI (SC),AIADMK,57,12th Pass,0,,17196483,70793000,87989483,24251200,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1306
1307,Ambethkumar. S,VANDAVASI (SC),DMK,49,10th Pass,2,IPC; IPC,9599962,79333315,88933277,94539371,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1307
1308,Syed Farooq Basha Ssb,VANIYAMBADI,Indian Union Muslim League,64,5th Pass,0,,10590135,22118000,32708135,2419130,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1308
1309,Murugan P,VANUR (SC),AIADMK,58,Graduate Professional,1,BNS,5325393,19900000,25225393,25714314,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1309
1310,Ananthan Ayyasamy,VASUDEVANALLUR (SC),BJP,50,Post Graduate,0,,198284667,216604114,414888781,103597327,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1310
1312,Sri Balaji Sugumar. S,VEERAPANDI,AIADMK,31,Graduate Professional,0,,58752542,55000000,113752542,79189299,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1312
1313,Aassan Maulaana J.M.H,VELACHERY,INC,42,Post Graduate,4,IPC; IPC; IPC; IPC,17925850,134549600,152475450,2428591,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1313
1314,Srinivasan.P.S,VEPPANAHALLI,DMK,49,12th Pass,1,IPC,9444006,11357345,20801351,998473,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1314
1315,Munusamy.K.P,VEPPANAHALLI,AIADMK,75,Graduate Professional,0,,61015958,125632250,186648208,9307626,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1315
1316,Sivakumar C,VIKRAVANDI,Pattali Makkal Katchi,52,8th Pass,2,IPC; BNS,20726318,20519500,41245818,13462828,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1316
1317,Anniyur Siva Alias Sivashanmugam A,VIKRAVANDI,DMK,54,10th Pass,0,,53082857,61649750,114732607,16912894,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1317
1318,Praveen T.T,VILAVANCODE,INC,47,Post Graduate,9,IPC; IPC; IPC; IPC; IPC; IPC; BNS; IPC; IPC,290969115,372685562,663654677,8615000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1318
1319,Vijayadharani S,VILAVANCODE,BJP,56,Graduate Professional,1,IPC,75624409,157600000,233224409,4900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1319
1320,Karthik Mohan,VILLIVAKKAM,DMK,45,Post Graduate,0,,222339510,3240074445,3462413955,973267863,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1320
1321,Vijayakumar S.R,VILLIVAKKAM,AIADMK,52,Graduate Professional,0,,18871929,37075992,55947921,21584906,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1321
1322,Mohanraj N,VILLUPURAM,Tamilaga Vettri Kazhagam,42,8th Pass,5,IPC; IPC; BNS; BNS; BNS,3425836,500000,3925836,295000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1322
1323,Vijayasureshbabu,VILLUPURAM,AIADMK,54,12th Pass,0,,18190386,5644150,23834536,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1323
1324,Vijayabaskar. C,VIRALIMALAI,AIADMK,52,Graduate Professional,12,BNS; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,222372728,297181340,519554068,232164470,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1324
1325,Chellapandiyan. K.K,VIRALIMALAI,DMK,57,Post Graduate,7,IPC; IPC; IPC; IPC; IPC; IPC; IPC,13219877,5547243,18767120,547471,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1325
1326,Selvam P,VIRUDHUNAGAR,Tamilaga Vettri Kazhagam,31,Others,3,IPC; IPC; BNS,7716901,31825000,39541901,55000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1326
1327,Vijayaprabhakar,VIRUDHUNAGAR,Desiya Murpokku Dravida Kazhagam,35,Graduate Professional,0,,197204530,90227333,287431863,415926507,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1327
1328,Prabhakara Raja.A.M.V,VIRUGAMPAKKAM,DMK,38,Post Graduate,1,IPC,22807985,33535000,56342985,28223579,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1328
1329,Virugai V.N.Ravi,VIRUGAMPAKKAM,AIADMK,63,Graduate,4,BNS; IPC; IPC; IPC,28332320,93126940,121459260,20199070,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1329
1330,Sabarinathan.R,VIRUGAMPAKKAM,Tamilaga Vettri Kazhagam,30,Graduate Professional,0,,2274053,300000,2574053,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1330
1331,Premallatha Vijayakant,VRIDHACHALAM,Desiya Murpokku Dravida Kazhagam,60,Graduate,9,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,311896716,633880043,945776759,578110656,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1331
1332,Dr.Tamizharasi.P,VRIDHACHALAM,Pattali Makkal Katchi,71,Graduate Professional,0,,15709312,12974130,28683442,20673775,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1332
1333,T.M.Revathi,YERCAUD (ST),DMK,44,Graduate Professional,0,,9871413,5100000,14971413,2178061,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1333
1334,P.Usharani,YERCAUD (ST),AIADMK,54,8th Pass,0,,31459464,137500000,168959464,17515115,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1334
1335,Dr.Kalai Kathiravan,TENKASI,DMK,38,Graduate Professional,0,,12069462,480000,12549462,7336341,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1335
1336,S.Selva Mohandas Pandian,TENKASI,AIADMK,56,Others,4,IPC; IPC; IPC; IPC,28609314,77500000,106109314,20876643,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1336
1337,S. Durairaj,SRIRANGAM,DMK,49,Post Graduate,2,IPC; IPC,10011198,6726132,16737330,150000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1337
1338,V.Srinidhi,SINGANALLUR,INC,37,Graduate Professional,0,,18054113,30430000,48484113,3302277,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1338
1339,S. Aravind Ramesh,SHOLINGANALLUR,DMK,58,8th Pass,0,,169602438,445223610,614826048,67675611,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1339
1340,Senthilkumar. K,SANKARI,Tamilaga Vettri Kazhagam,44,8th Pass,3,BNS; BNS; IPC,52599140,32716000,85315140,72320328,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1340
1341,Manikandan. M,SANKARI,DMK,37,8th Pass,0,,7407799,5560000,12967799,40400792,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1341
1342,Premkumar S D,RASIPURAM(SC),BJP,46,Graduate Professional,0,,5350475,1005000,6355475,40515422,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1342
1343,V.M. Karthikeyan,RANIPET,BJP,55,12th Pass,0,,14260979,24029995,38290974,10724137,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1343
1344,R. Gandhi,RANIPET,DMK,80,10th Pass,1,IPC,593720375,532250091,1125970466,351506319,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1344
1345,V. Muthuraja,PUDUKKOTTAI,DMK,49,Graduate Professional,0,,45015037,78247540,123262577,22064374,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1345
1346,N. Ramachandran,PUDUKKOTTAI,BJP,39,Post Graduate,0,,157750923,72899373,230650296,68085169,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1346
1347,Nivedha M Murugan,POOMPUHAR,DMK,61,8th Pass,1,IPC,41738446,85858519,127596965,116567350,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1347
1348,Sakthivel P.,PERIYAKULAM (SC),Viduthalai Chiruthaigal Katchi,63,Graduate,2,BNS; IPC,499463,2687500,3186963,20000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1348
1349,Vidiyal S. Sekar,ODDANCHATRAM,BJP,58,Post Graduate,0,,35570956,148609017,184179973,9900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1349
1350,Dr. Tamilisai Soundararajan,MYLAPORE,BJP,64,Graduate Professional,0,,92897763,165500000,258397763,60671918,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1350
1351,N.S.Karunairaaja,MUSIRI,DMK,51,Graduate Professional,0,,18652340,40450000,59102340,6067173,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1351
1352,Dr. Pl. Vijayakumar,MANAPPARAI,AIADMK,48,Post Graduate,1,BNS,99964000,96000000,195964000,3519753,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1352
1353,Tamilarasi.A,MANAMADURAI (SC),DMK,50,Graduate,6,IPC; IPC; IPC; IPC; IPC; IPC,21063031,29550000,50613031,14143945,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1353
1354,Balaganapathy.V,MANAMADURAI (SC),BJP,48,Graduate Professional,4,IPC; IPC; BNS; BNS,40330759,14890500,55221259,5965205,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1354
1355,S.Amulu Ponmalar,MADURANTAKAM (SC),DMK,48,8th Pass,0,,19895000,64900000,84795000,35585812,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1355
1356,Raama Sreenivasan,MADURAI SOUTH,BJP,61,Doctorate,0,,36586331,21079050,57665381,2000000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1356
1357,T. Parivallal,LALGUDI,DMK,50,12th Pass,0,,100771130,58125000,158896130,25923000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1357
1358,A Bhuvanenthiran,KURINJIPADI,AIADMK,60,12th Pass,1,IPC,85340857,24500000,109840857,14902790,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1358
1359,M.R.K.Panneerselvam,KURINJIPADI,DMK,68,Graduate Professional,2,IPC; IPC,22926719,105759809,128686528,1876592,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1359
1360,P.Thangamani,KUMARAPALAYAM,AIADMK,65,10th Pass,4,IPC; BNS; BNS; IPC,29525437,7682000,37207437,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1360
1361,Sabari Karthikeyan K.V.K.S,KINATHUKADAVU,DMK,46,Graduate,1,IPC,101197422,222249000,323446422,59419006,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1361
1362,Nivin Simon. J,KILLIYOOR,BJP,38,Post Graduate,0,,42656223,52102720,94758943,7383412,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1362
1363,Mangudi. S,KARAIKUDI,INC,62,Graduate,1,IPC,40533137,58638000,99171137,33303465,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1363
1364,Nsn Nataraj,KANGAYAM,AIADMK,68,Graduate,0,,521429793,475742000,997171793,123251656,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1364
1365,Rajeevgandhi S,KALLAKURICHI (SC),AIADMK,41,Graduate Professional,1,IPC,9254317,5000000,14254317,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1365
1366,Saravanan. P.S.T,KALASAPAKKAM,DMK,57,Post Graduate,0,,10515072,58796000,69311072,186254,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1366
1367,Agri Krishnamurthy. S S,KALASAPAKKAM,AIADMK,66,Graduate Professional,1,IPC,99205443,39787100,138992543,27612118,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1367
1368,Balakrishnareddy. P,HOSUR,AIADMK,57,12th Pass,0,,46228295,941145724,987374019,28319929,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1368
1369,Paritha Purushothaman.G,GUDIYATTAM (SC),AIADMK,42,Post Graduate,1,IPC,5327306,1475000,6802306,2000558,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1369
1370,K.B.Pradap,GUDIYATTAM (SC),Desiya Murpokku Dravida Kazhagam,46,Graduate,2,IPC; IPC,8901486,1461610,10363096,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1370
1371,Gingee Masthan K S,GINGEE,DMK,70,8th Pass,0,,14464102,23431825,37895927,7500000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1371
1372,Chinnadurai. K,GANGAVALLI (SC),DMK,59,Graduate Professional,0,,9750610,18047500,27798110,5753500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1372
1373,M. Chinnadurai,GANDARVAKOTTAI (SC),Communist Party of India (Marxist)(CPI(M)),59,10th Pass,9,IPC; IPC; IPC; IPC; IPC; BNS; IPC; IPC; IPC,2452052,0,2452052,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1373
1374,C. Uthayakumar,GANDARVAKOTTAI (SC),BJP,54,8th Pass,0,,2940000,7200000,10140000,150000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1374
1375,N. Subramanian,GANDARVAKOTTAI (SC),Tamilaga Vettri Kazhagam,72,10th Pass,1,IPC,14778000,1800000,16578000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1375
1376,Tamilan Prasanna,EGMORE (SC),DMK,43,Graduate Professional,1,IPC,23374190,81792000,105166190,37985767,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1376
1377,Rajmohan,EGMORE (SC),Tamilaga Vettri Kazhagam,39,Graduate,0,,13710000,3900000,17610000,3000000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1377
1379,Kasi. C,EDAPPADI,DMK,66,Illiterate,0,,45428761,22036000,67464761,24789489,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1379
1380,R.S.Raajesh,DR.RADHAKRISHNAN NAGAR,AIADMK,54,Others,3,BNS; IPC; IPC,77649006,48932000,126581006,22552004,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1380
1381,Jakkaiyan S.T.K.,CUMBUM,AIADMK,75,Graduate Professional,10,IPC; IPC; IPC; BNS; IPC; IPC; IPC; IPC; IPC; IPC,22960214,27504000,50464214,767278,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1381
1382,Eramakrishnan N,CUMBUM,DMK,77,Post Graduate,1,IPC,111737108,43900000,155637108,2082718,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1382
1383,M.C.Sampath,CUDDALORE,AIADMK,67,Graduate Professional,1,IPC,117659155,537245860,654905015,188648964,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1383
1384,A.S.Chandarasekaran,CUDDALORE,INC,58,Graduate Professional,0,,24393754,67680000,92073754,6437783,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1384
1385,M. Raju,COONOOR,DMK,60,12th Pass,0,,13317257,14879910,28197167,4817000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1385
1386,A. Ramu,COONOOR,AIADMK,62,Post Graduate,1,BNS,129035590,127033750,256069340,1015791,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1386
1387,Sivakumar. T,COLACHAL,BJP,51,Graduate Professional,5,BNS; BNS; BNS; IPC; IPC,13630000,4746127,18376127,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1387
1388,Tharahai Cuthbert,COLACHAL,INC,51,Doctorate,0,,35614039,9500000,45114039,4122000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1388
1389,V Senthilbalaji,COIMBATORE (SOUTH),DMK,50,12th Pass,13,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,31922254,13500000,45422254,3252247,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1389
1391,Vanathi Srinivasan,COIMBATORE (NORTH),BJP,55,Post Graduate,0,,57644359,48550000,106194359,39055513,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1391
1392,Durai. Senthamil Selvan,COIMBATORE (NORTH),DMK,38,Graduate Professional,0,,9742409,10100000,19842409,2501442,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1392
1393,Thamimun Ansari. M,CHIDAMBARAM,DMK,50,Post Graduate,2,IPC; IPC,11317861,2500000,13817861,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1393
1394,Jothi. O,CHEYYAR,DMK,55,Graduate,0,,7148406,24346000,31494406,280000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1394
1395,Karuppanan. K.C,BHAVANI,AIADMK,69,10th Pass,0,,41998906,196047037,238045943,547600,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1395
1396,Dr. Gokilamani.V,AVANASHI (SC),DMK,28,Graduate Professional,0,,3278171,0,3278171,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1396
1397,Dr. L. Murugan,AVANASHI (SC),BJP,48,Doctorate,4,IPC; IPC; IPC; IPC,20054772,23525000,43579772,3915343,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1397
1398,Rajasimha Mahendra,AVADI,BJP,49,12th Pass,0,,21699826,101308820,123008646,7050468,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1398
1399,Arthanari. S.K.,ATTUR (SC),INC,49,Post Graduate,0,,14642456,4400000,19042456,1850000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1399
1400,Karthik Kumar. K,ARUPPUKOTTAI,Tamilaga Vettri Kazhagam,31,Others,0,,614484,2460000,3074484,900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1400
1401,Ramachandran. K.K.S.S.R,ARUPPUKOTTAI,DMK,76,8th Pass,1,IPC,28565065,13232000,41797065,7360150,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=1401
